actual,proposed,linearVelocityError,angularVelocity
0.0,0.0,0.6128534078598022,-0.0
0.0,0.0,0.6128534078598022,-0.0
0.0,0.0,0.6128534078598022,-0.0
0.0,0.0,0.6128534078598022,-0.0
0.0,0.0,0.6128534078598022,-0.0
0.0,0.0,0.6046268939971924,-0.0010038861073553562
0.0,0.0,0.5886918306350708,-0.0010445842053741217
0.0,0.0,0.5809672474861145,-0.0010988482972607017
0.0,0.0,0.5651406645774841,-0.0012536776484921575
0.0,0.0,0.5571466684341431,-0.0012824978912249207
0.0,0.0,0.5412310361862183,-0.0013833686243742704
0.0,0.0,0.5334088206291199,-0.0013833686243742704
0.0,0.0,0.516769289970398,-0.0015616337768733501
0.0,0.0,0.5001277327537537,-0.001648391131311655
0.0,0.0,0.49110862612724304,-0.0017206890042871237
0.0,0.0,0.4711638391017914,-0.002033435506746173
0.0,0.0,0.4602672755718231,-0.002121209865435958
0.0,0.0,0.43782925605773926,-0.002238241955637932
0.0,0.0,0.4151979386806488,-0.0022508001420646906
0.0,0.0,0.4036761224269867,-0.0022508001420646906
0.0,0.0,0.3908880949020386,-0.002461401280015707
0.0,0.0,0.3777371644973755,-0.0026720024179667234
0.0,0.0,0.3497898280620575,-0.002978363074362278
0.0,0.0,0.3351213335990906,-0.0030876609962433577
0.0,0.0,0.29225653409957886,-0.0031696343794465065
0.0,0.0,0.2783051133155823,-0.0032536748331040144
0.0,0.0,0.26350143551826477,-0.003425617003813386
0.0,0.0,0.2480918914079666,-0.003504975000396371
188.84799194335938,0.0,0.21777063608169556,-0.0035711065866053104
205.9004364013672,0.0,0.2029447704553604,-0.0038819548208266497
236.59483337402344,0.0,0.18772757053375244,-0.003937214147299528
250.2367401123047,0.0,0.15818825364112854,-0.004006288014352322
263.87872314453125,0.0,0.14383776485919952,-0.004116806201636791
291.16259765625,0.0,0.1150948628783226,-0.004583562724292278
304.80450439453125,0.0,0.101119764149189,-0.0046284995041787624
304.80450439453125,0.0,0.07476140558719635,-0.0046434784308075905
