actual,proposed,linearVelocityError,angularVelocity
0.30000463128089905,0.30000001192092896,0.6128534078598022,-0.0
0.30300432443618774,0.30000001192092896,0.6128534078598022,-0.0
0.30600404739379883,0.30000001192092896,0.6128534078598022,-0.0
0.30750390887260437,0.30000001192092896,0.6128534078598022,-0.0
0.3090038001537323,0.30000001192092896,0.6128534078598022,-0.0
0.15276455879211426,0.26129209995269775,0.6046268939971924,-0.0010038861073553562
0.15529286861419678,0.25944870710372925,0.5886918306350708,-0.0010445842053741217
0.15776026248931885,0.25625038146972656,0.5809672474861145,-0.0010988482972607017
0.15519747138023376,0.2515149712562561,0.5651406645774841,-0.0012536776484921575
0.1467219442129135,0.2458862066268921,0.5571466684341431,-0.0012824978912249207
0.13588865101337433,0.24108222126960754,0.5412310361862183,-0.0013833686243742704
0.12945690751075745,0.23854407668113708,0.5334088206291199,-0.0013833686243742704
0.10351292043924332,0.23086567223072052,0.516769289970398,-0.0015616337768733501
0.0841178223490715,0.23699690401554108,0.5001277327537537,-0.001648391131311655
0.05006934329867363,0.18608057498931885,0.49110862612724304,-0.0017206890042871237
0.003488851711153984,0.2058199942111969,0.4711638391017914,-0.002033435506746173
0.0,0.19422778487205505,0.4602672755718231,-0.002121209865435958
0.0,0.18621088564395905,0.43782925605773926,-0.002238241955637932
0.0,0.1830628365278244,0.4151979386806488,-0.0022508001420646906
0.0,0.1549508273601532,0.4036761224269867,-0.0022508001420646906
0.0,0.15698358416557312,0.3908880949020386,-0.002461401280015707
0.0,0.15072622895240784,0.3777371644973755,-0.0026720024179667234
0.0,0.13385558128356934,0.3497898280620575,-0.002978363074362278
0.0,0.11951229721307755,0.3351213335990906,-0.0030876609962433577
0.0,0.06058357283473015,0.29225653409957886,-0.0031696343794465065
0.0,0.09735936671495438,0.2783051133155823,-0.0032536748331040144
0.0,0.0876295268535614,0.26350143551826477,-0.003425617003813386
0.0,0.07910193502902985,0.2480918914079666,-0.003504975000396371
0.0,0.06679803133010864,0.21777063608169556,-0.0035711065866053104
0.0,0.05862479284405708,0.2029447704553604,-0.0038819548208266497
0.0,0.050285156816244125,0.18772757053375244,-0.003937214147299528
0.0,0.04046691581606865,0.15818825364112854,-0.004006288014352322
0.0,0.03200136125087738,0.14383776485919952,-0.004116806201636791
0.0,0.020673885941505432,0.1150948628783226,-0.004583562724292278
0.0,0.01459609903395176,0.101119764149189,-0.0046284995041787624
0.0,0.007208637893199921,0.07476140558719635,-0.0046434784308075905
0.0,0.003216938115656376,0.062444426119327545,-0.0037903538905084133
0.0,0.0009727800497785211,0.050601184368133545,-0.0037903538905084133
0.0,0.0,0.028263701125979424,-0.0037903538905084133
0.0,0.0,0.01773509941995144,-0.0037903538905084133
0.0,0.0,-0.0019132709130644798,-0.0034936764277517796
0.0,0.0,-0.011174380779266357,-0.0034936764277517796
0.0,0.0,-0.027906175702810287,-0.003448304021731019
0.0,0.0,-0.03509918600320816,-0.004453372675925493
0.0,0.30000001192092896,0.2591933608055115,-0.004364600870758295
0.0,0.1400187909603119,0.24339081346988678,-0.004261034075170755
0.022319070994853973,0.12209919095039368,0.23919428884983063,-0.004216648638248444
0.05925390496850014,0.13788804411888123,0.23243801295757294,-0.003933658357709646
0.09938178211450577,0.13909173011779785,0.22973111271858215,-0.0038909013383090496
0.11894083023071289,0.143938809633255,0.2261008471250534,-0.003819639328867197
0.15294551849365234,0.14878861606121063,0.2234315574169159,-0.0031273167114704847
0.17725719511508942,0.15161238610744476,0.22331465780735016,-0.0030079535208642483
0.19132819771766663,0.15379147231578827,0.22352276742458344,-0.003233635099604726
0.20590564608573914,0.15543605387210846,0.2239365428686142,-0.003207661909982562
0.2109055519104004,0.1579175591468811,0.22503337264060974,-0.0031816891860216856
0.22021591663360596,0.15936614573001862,0.2265693098306656,-0.0031557162292301655
0.22556547820568085,0.1642463207244873,0.22740010917186737,-0.002936562756076455
0.22215233743190765,0.16241925954818726,0.22886022925376892,-0.0029486974235624075
0.20591920614242554,0.16125370562076569,0.22957737743854523,-0.0029608318582177162
0.1858556866645813,0.15935315191745758,0.22929531335830688,-0.0035305889323353767
0.1577950268983841,0.15582120418548584,0.22756758332252502,-0.0036286611575633287
0.11754992604255676,0.15018010139465332,0.2239772528409958,-0.0038005062378942966
0.07399089634418488,0.14368735253810883,0.21845529973506927,-0.0039559174329042435
0.018543172627687454,0.13338002562522888,0.2105187475681305,-0.0040548150427639484
3.7017241993453354e-05,0.13018858432769775,0.2058771252632141,-0.004867716692388058
0.0,0.11593333631753922,0.19364625215530396,-0.005209596827626228
0.0,0.10275741666555405,0.1783563792705536,-0.00551891652867198
0.0,0.08685421943664551,0.16085875034332275,-0.005380920134484768
0.0,0.07937724143266678,0.1510758399963379,-0.0055015007965266705
0.0,0.06313803046941757,0.129776731133461,-0.005637154448777437
0.0,0.05769793316721916,0.1187320202589035,-0.0058481707237660885
0.0,0.03893330693244934,0.09421476721763611,-0.006506331264972687
0.0,0.030098093673586845,0.08133269846439362,-0.006633284501731396
0.0,0.0,0.029187172651290894,-0.00676023680716753
0.0,0.0,0.002011477015912533,-0.006812183186411858
0.0,0.0,-0.0111704645678401,-0.006872736383229494
0.0,0.0,-0.037187520414590836,-0.0070931073278188705
0.0,0.0,-0.06187456101179123,-0.007108527235686779
0.0,0.0,-0.07388139516115189,-0.007185626309365034
0.0,0.0,-0.0854264348745346,-0.007185626309365034
0.0,0.0,-0.10793288797140121,-0.008198129944503307
0.0,0.0,-0.11838192492723465,-0.00818064995110035
0.0,0.11003749072551727,0.17021456360816956,-0.00736602395772934
0.0,0.06467118114233017,0.16208142042160034,-0.00736602395772934
0.0,0.093839630484581,0.15447476506233215,-0.007270361762493849
0.0,0.0955645740032196,0.14758802950382233,-0.007238474208861589
0.0,0.09533154219388962,0.13533863425254822,-0.007206586189568043
0.0,0.09593185037374496,0.1252707839012146,-0.0064905742183327675
0.0,0.09703405201435089,0.11721987277269363,-0.006402665749192238
0.0,0.09755019843578339,0.11061051487922668,-0.007128722034394741
0.0,0.09815119951963425,0.10776129364967346,-0.007095871027559042
0.0,0.09848262369632721,0.10523533076047897,-0.007063019555062056
0.004526791628450155,0.10004131495952606,0.10110393166542053,-0.006502917502075434
0.024763567373156548,0.1017521470785141,0.0981224849820137,-0.006441858131438494
0.031334370374679565,0.10208502411842346,0.09692878276109695,-0.006426592823117971
0.036721475422382355,0.10249490290880203,0.0947841927409172,-0.006426592823117971
0.037659935653209686,0.10224945098161697,0.09382572025060654,-0.005784808658063412
0.04817967116832733,0.1022244319319725,0.09290412068367004,-0.005784808658063412
0.05328323692083359,0.10434911400079727,0.09158502519130707,-0.005757261998951435
0.06266822665929794,0.10393821448087692,0.09128378331661224,-0.00571594201028347
0.050709523260593414,0.10349960625171661,0.09029238671064377,-0.006559639237821102
0.030473140999674797,0.10171321779489517,0.08939984440803528,-0.006606718059629202
0.027074240148067474,0.09945262968540192,0.08719045668840408,-0.0066381036303937435
0.019349420443177223,0.09995371848344803,0.08462589234113693,-0.0059519363567233086
0.013964492827653885,0.0953078418970108,0.08341710269451141,-0.00596590805798769
0.006347143556922674,0.09503382444381714,0.0805044025182724,-0.006007823161780834
2.2924399672774598e-05,0.09347202628850937,0.07728958874940872,-0.00630701519548893
0.0,0.09256724268198013,0.07561510056257248,-0.006321614608168602
0.0,0.0933016762137413,0.0720377266407013,-0.006350813899189234
0.0,0.08304916322231293,0.07024472206830978,-0.006365413311868906
0.24316257238388062,0.30000001192092896,0.4031367003917694,-0.005972700659185648
0.240006223320961,0.2537330389022827,0.39891088008880615,-0.0059998491778969765
0.2412363886833191,0.25731828808784485,0.3927028477191925,-0.006013423670083284
0.23801171779632568,0.24559156596660614,0.39057692885398865,-0.006728888489305973
0.23481501638889313,0.2514796555042267,0.3862508237361908,-0.006744008976966143
0.2332252711057663,0.2518107295036316,0.3840525448322296,-0.005313323810696602
0.22570110857486725,0.25128743052482605,0.38183197379112244,-0.005325183738023043
0.21546685695648193,0.25030162930488586,0.3794831335544586,-0.005348904058337212
0.2053537666797638,0.23687490820884705,0.3717193603515625,-0.005420064553618431
0.16702581942081451,0.24021001160144806,0.36472323536872864,-0.005650471430271864
0.13932135701179504,0.2348984181880951,0.35657840967178345,-0.005796604324132204
0.10352461785078049,0.2273934930562973,0.3470551371574402,-0.005432448349893093
0.06416923552751541,0.2213638871908188,0.33594509959220886,-0.00555540481582284
0.012577012181282043,0.2094968855381012,0.3236638903617859,-0.005633649881929159
0.0,0.19816426932811737,0.30844661593437195,-0.0059177628718316555
0.0,0.18526893854141235,0.2911270558834076,-0.006097770761698484
0.0,0.16900184750556946,0.271444708108902,-0.008173919282853603
0.0,0.15686377882957458,0.24989831447601318,-0.008392862975597382
0.0,0.1407526433467865,0.22641073167324066,-0.008655596524477005
0.0,0.12586402893066406,0.20145303010940552,-0.01048994343727827
0.0,0.11325287073850632,0.17575658857822418,-0.010714604519307613
0.0,0.09760628640651703,0.14906486868858337,-0.011399822309613228
0.0,0.07971326261758804,0.12166662514209747,-0.011615591123700142
0.0,0.0685356855392456,0.09403017908334732,-0.011813380755484104
0.0,0.2254486382007599,0.40596356987953186,-0.010945480316877365
0.0,0.21655598282814026,0.37927570939064026,-0.010978251695632935
0.0,0.2107483446598053,0.3542849123477936,-0.01101102214306593
0.0,0.2057563066482544,0.3309699296951294,-0.011193234473466873
0.0,0.19491781294345856,0.30878522992134094,-0.011243130080401897
0.0,0.18891791999340057,0.2879619300365448,-0.013387694023549557
0.0,0.18809069693088531,0.2691328823566437,-0.01332836877554655
0.0,0.18595105409622192,0.260469526052475,-0.01330859400331974
0.0,0.18609295785427094,0.2521393597126007,-0.01330859400331974
0.0,0.17913846671581268,0.2363210767507553,-0.01501475553959608
0.0,0.17475518584251404,0.22148661315441132,-0.015037032775580883
0.0,0.17214062809944153,0.20756174623966217,-0.015037032775580883
0.0,0.13748353719711304,0.18116335570812225,-0.016880471259355545
0.0,0.15810304880142212,0.16860410571098328,-0.01766239106655121
0.0,0.15274909138679504,0.1561499983072281,-0.01779150404036045
0.0964675024151802,0.2899818420410156,0.43011346459388733,-0.017894791439175606
0.10679329186677933,0.2676348090171814,0.4128674268722534,-0.019399285316467285
0.11254680156707764,0.28380465507507324,0.4022376835346222,-0.019427279010415077
0.1171669065952301,0.281869500875473,0.3971205949783325,-0.01945527270436287
0.11734601855278015,0.2866387367248535,0.38240233063697815,-0.018673280254006386
0.11269049346446991,0.2744094431400299,0.3728094696998596,-0.018726862967014313
0.10382921248674393,0.2730254530906677,0.3678627014160156,-0.019328616559505463
0.09493425488471985,0.27059489488601685,0.3628925085067749,-0.01938352733850479
0.0861181765794754,0.26609504222869873,0.3527786433696747,-0.01943843811750412
0.07735525071620941,0.26401421427726746,0.3475339114665985,-0.019603170454502106
0.05561661347746849,0.2588273584842682,0.33658578991889954,-0.0227640550583601
0.029871657490730286,0.2555113434791565,0.33078867197036743,-0.022890346124768257
0.021500252187252045,0.24923714995384216,0.31869593262672424,-0.023111356422305107
0.013155543245375156,0.24859322607517242,0.31251847743988037,-0.024602994322776794
0.18126925826072693,0.24180078506469727,0.30625811219215393,-0.024703413248062134
0.17852817475795746,0.30000001192092896,0.5727814435958862,-0.0248373094946146
0.17804427444934845,0.30000001192092896,0.5727814435958862,-0.0248373094946146
0.17546765506267548,0.30000001192092896,0.5596548914909363,-0.02507162094116211
0.17300528287887573,0.30000001192092896,0.5526130795478821,-0.027669470757246017
0.14754478633403778,0.30000001192092896,0.5453079342842102,-0.028000179678201675
0.13648511469364166,0.30000001192092896,0.5302640795707703,-0.028294146060943604
0.11015394330024719,0.30000001192092896,0.5225364565849304,-0.028441131114959717
0.09057701379060745,0.30000001192092896,0.506272554397583,-0.03196445479989052
0.0648445338010788,0.30000001192092896,0.48924684524536133,-0.03233092650771141
0.04553968459367752,0.30000001192092896,0.48096004128456116,-0.03233092650771141
0.016003474593162537,0.30000001192092896,0.471816748380661,-0.035050369799137115
0.00569842429831624,0.30000001192092896,0.44406330585479736,-0.03544223681092262
0.0,0.25746315717697144,0.4344160556793213,-0.03565994277596474
0.0,0.28618648648262024,0.42471247911453247,-0.038726143538951874
0.0,0.2770198583602905,0.4050382077693939,-0.03891345486044884
0.0,0.26767516136169434,0.3848593831062317,-0.03956903517246246
0.0,0.27509453892707825,0.3647441864013672,-0.045487720519304276
0.0,0.30000001192092896,0.3749558925628662,-0.04596935212612152
0.0,0.25115224719047546,0.35378482937812805,-0.046450987458229065
0.0,0.2422717660665512,0.33242762088775635,-0.051251549273729324
0.0,0.24694769084453583,0.3007567822933197,-0.05166061967611313
0.0,0.18883323669433594,0.29047125577926636,-0.051894381642341614
0.0,0.21476049721240997,0.2689679265022278,-0.05921275168657303
0.0,0.20686297118663788,0.24793632328510284,-0.05954170972108841
0.0,0.20019355416297913,0.2276572585105896,-0.0631355494260788
0.0,0.19419164955615997,0.2086985558271408,-0.06320508569478989
0.0,0.18617969751358032,0.190015509724617,-0.06362228095531464
0.0,0.18351827561855316,0.1730625033378601,-0.08006457984447479
0.0,0.17683500051498413,0.1568584144115448,-0.080415740609169
0.0,0.17169564962387085,0.14104266464710236,-0.09265056997537613
0.0,0.16452626883983612,0.12599687278270721,-0.09295301884412766
0.0,0.16211509704589844,0.11188072711229324,-0.09295301884412766
0.0,0.15692394971847534,0.0985131710767746,-0.10657239705324173
0.0,0.13165903091430664,0.08573497086763382,-0.10680307447910309
0.0,0.147295743227005,0.07308255881071091,-0.10726442188024521
0.0,0.141936793923378,0.061068277806043625,-0.12056493014097214
0.0,0.1400546282529831,0.05519385263323784,-0.12069428712129593
0.0,0.14117887616157532,0.044114138931035995,-0.12069428712129593
0.0,0.12884987890720367,0.03878495842218399,-0.14785128831863403
0.0,0.13132904469966888,0.02852405421435833,-0.14800958335399628
0.0,0.1291005164384842,0.023580824956297874,-0.14816787838935852
0.0,0.12855876982212067,0.018934549763798714,-0.14800958335399628
0.0,0.12543781101703644,0.010064405389130116,-0.1731981784105301
0.0,0.13009120523929596,0.005831162445247173,-0.1731981784105301
0.0,0.10702076554298401,0.0015470589278265834,-0.1735682636499405
0.0,0.11735429614782333,-0.006956413388252258,-0.1741233915090561
0.0,0.11256624013185501,-0.015549769625067711,-0.1871553212404251
0.0,0.11181150376796722,-0.019759394228458405,-0.18735358119010925
0.0,0.11515193432569504,-0.027280006557703018,-0.18695706129074097
0.0,0.0,-0.03082478977739811,-0.18695706129074097
0.0,0.10617906600236893,-0.03751058503985405,-0.20898352563381195
0.0,0.1054217666387558,-0.04358514025807381,-0.20876190066337585
0.0,0.10301675647497177,-0.04920551925897598,-0.22289308905601501
0.0,0.10190445929765701,-0.0519070141017437,-0.22289308905601501
0.0,0.10119017958641052,-0.054504603147506714,-0.22289308905601501
0.0,0.0,-0.05961758270859718,-0.23542781174182892
0.0,0.0,-0.06391747295856476,-0.23443129658699036
0.0,0.0,-0.06594628840684891,-0.2346804141998291
0.0,0.0,-0.06977281719446182,-0.2346804141998291
0.0,0.0,-0.07157642394304276,-0.2435981184244156
0.0,0.0,-0.07320382446050644,-0.24333953857421875
0.0,0.0,-0.07606370002031326,-0.24308094382286072
0.0,0.0,-0.07730484008789062,-0.2428223341703415
0.0,0.0,-0.07943618297576904,-0.24675717949867249
0.0,0.0,-0.08044076710939407,-0.24675717949867249
0.0,0.0,-0.08191638439893723,-0.24623103439807892
0.0,0.0,-0.08261190354824066,-0.2551456689834595
0.0,0.0,-0.08413328975439072,-0.25541824102401733
0.0,0.0,-0.08599331974983215,-0.25541824102401733
0.0,0.0,-0.08663887530565262,-0.2672792375087738
0.0,0.0,-0.08785644918680191,-0.2672792375087738
0.0,0.0,-0.08898216485977173,-0.2672792375087738
0.0,0.0,-0.08940592408180237,-0.27292531728744507
0.0,0.0,-0.09058189392089844,-0.2726340591907501
0.0,0.0,-0.09083729982376099,-0.2726340591907501
0.0,0.0,-0.09118970483541489,-0.2723428010940552
0.0,0.0,-0.09142173081636429,-0.2962695062160492
0.0,0.0,-0.09154294431209564,-0.29595300555229187
0.0,0.0,-0.09113314002752304,-0.29531994462013245
0.0,0.0,-0.09061947464942932,-0.32293155789375305
0.0,0.0,-0.08954381942749023,-0.3218909800052643
0.0,0.0,-0.08844657987356186,-0.3215441107749939
0.0,0.0,-0.0856875479221344,-0.33788400888442993
0.0,0.0,-0.08506280928850174,-0.3386145830154419
0.0,0.0,-0.08435526490211487,-0.3549880385398865
0.0,0.0,-0.08280709385871887,-0.3549880385398865
0.0,0.0,-0.08117027580738068,-0.3542197048664093
0.0,0.0,-0.08029193431138992,-0.3760124742984772
0.0,0.0,-0.07853256911039352,-0.37519681453704834
0.0,0.0,-0.07700866460800171,-0.37560462951660156
0.0,0.0,-0.07518059760332108,-0.3987184762954712
0.0,0.0,-0.07307130098342896,-0.39698678255081177
0.0,0.10102605819702148,-0.07186343520879745,-0.3965539038181305
0.0,0.1020224541425705,-0.06937571614980698,-0.41969937086105347
0.0,0.1024794653058052,-0.06707567721605301,-0.41969937086105347
0.0,0.10342571139335632,-0.06333015114068985,-0.41878095269203186
0.0,0.10371462255716324,-0.06206958740949631,-0.435212105512619
0.0,0.10765349864959717,-0.05906335264444351,-0.43377894163131714
0.0,0.10687465965747833,-0.05670304223895073,-0.46364808082580566
0.0,0.10596863180398941,-0.053492221981287,-0.46364808082580566
0.0,0.11106285452842712,-0.052503202110528946,-0.46364808082580566
0.0,0.10738062858581543,-0.050847381353378296,-0.4774356782436371
0.0,0.10827597975730896,-0.049106914550065994,-0.47691160440444946
0.0,0.10814203321933746,-0.04643097147345543,-0.48425453901290894
0.0,0.11579000949859619,-0.045179352164268494,-0.48212358355522156
0.0,0.11150331795215607,-0.04408270865678787,-0.48212358355522156
0.0,0.1113576889038086,-0.04222390428185463,-0.482656329870224
0.0,0.1115383729338646,-0.041347771883010864,-0.49519190192222595
0.0,0.10999346524477005,-0.04032399505376816,-0.4968297779560089
0.0,0.11077279597520828,-0.03916789963841438,-0.4962838590145111
0.0,0.11155614256858826,-0.03788945823907852,-0.5075690746307373
0.0,0.11226700991392136,-0.037180036306381226,-0.5070100426673889
0.0,0.11189120262861252,-0.036051567643880844,-0.5070100426673889
0.0,0.11435185372829437,-0.0350923165678978,-0.5032466650009155
0.042439479380846024,0.11841682344675064,-0.03202567994594574,-0.4999065399169922
0.040277235209941864,0.120608389377594,-0.02866855449974537,-0.4982364773750305
0.029749134555459023,0.1201496571302414,-0.026086552068591118,-0.5049923658370972
0.04980923980474472,0.12204079329967499,-0.024549037218093872,-0.5049923658370972
0.053143613040447235,0.12403710186481476,-0.021230001002550125,-0.5033053159713745
0.05210097134113312,0.12501950562000275,-0.019558759406208992,-0.5016182661056519
0.05880187451839447,0.12666721642017365,-0.016197070479393005,-0.5031166076660156
0.0523567870259285,0.12777207791805267,-0.01439889520406723,-0.5025519728660583
0.05147133022546768,0.12811779975891113,-0.011426486074924469,-0.5019873380661011
0.05498243495821953,0.12780795991420746,-0.00867832638323307,-0.5085368156433105
0.04394059255719185,0.133315771818161,-0.00634706811979413,-0.5085368156433105
0.03893176466226578,0.12909021973609924,-0.005248246714472771,-0.5091075897216797
0.024817639961838722,0.1285811811685562,-0.003594903973862529,-0.5172821879386902
